id,end_time,code
1555473,1625068799000,-104
1555893,1625068799000,-104
1530809,1624895999000,-167
1535955,1624895999000,-167
1535958,1625500799000,-167
1535995,1624723199000,-167
1535998,1625327999000,-167
1536354,1625068799000,-167
1544440,1625068799000,-167
1545252,1624723199000,-167
1546687,1624982399000,-167
1546942,1624636799000,-167
1547439,1625500799000,-167
1547441,1625500799000,-167
1548491,1624636799000,-167
1548540,1624636799000,-167
1549791,1624636799000,-167
1550048,1624982399000,-167
1550586,1624636799000,-167
1550595,1624636799000,-167
1550601,1624636799000,-167
1551678,1624636799000,-167
1551995,1625068799000,-167
1552013,1625155199000,-167
1552152,1624895999000,-167
1552161,1624895999000,-167
1552164,1624895999000,-167
1552165,1624895999000,-167
1552168,1624895999000,-167
1552171,1624895999000,-167
1552174,1624895999000,-167
1552178,1624895999000,-167
1552920,1624636799000,-167
1553404,1624723199000,-167
1553460,1624723199000,-167
1553621,1624636799000,-167
1554060,1624636799000,-167
1554076,1624636799000,-167
1554258,1624895999000,-167
1554265,1624895999000,-167
1554947,1624723199000,-167
1555115,1624723199000,-167
1555319,1624809599000,-167
1555329,1624809599000,-167
1555798,1624636799000,-167
1555801,1624636799000,-167
1555809,1624636799000,-167
1555833,1624636799000,-167
1556021,1624809599000,-167
1556455,1624895999000,-167
1556479,1624809599000,-167
1556783,1624895999000,-167
1557615,1624895999000,-167
1557720,1624895999000,-167
1557868,1624636799000,-167
1557929,1624895999000,-167
1558118,1624895999000,-167
1558149,1624723199000,-167
1558154,1624636799000,-167
1560685,1625068799000,-167
1560712,1625068799000,-167
1560853,1625068799000,-167
1560995,1625068799000,-167
1560997,1625068799000,-167
1561030,1625068799000,-167
1561062,1625068799000,-167
1561074,1625068799000,-167
1561168,1625068799000,-167
1561179,1625068799000,-167
1561701,1625068799000,-167
1561909,1625068799000,-167
1562923,1625155199000,-167
1563755,1625155199000,-167
1563932,1624636799000,-167
1564075,1625155199000,-167
1564181,1625068799000,-167
1565019,1625068799000,-167
1565132,1625068799000,-167
1565344,1624809599000,-167
1565667,1625241599000,-167
1566025,1624809599000,-167
1566413,1625241599000,-167
1566727,1625241599000,-167
1566919,1624636799000,-167
1566998,1624636799000,-167
1567277,1625068799000,-167
1567281,1625068799000,-167
1567288,1625068799000,-167
1567696,1625068799000,-167
1567817,1624895999000,-167
1568086,1625068799000,-167
1568338,1625068799000,-167
1568394,1625327999000,-167
1568523,1624809599000,-167
1568842,1624723199000,-167
1569110,1625414399000,-167
1569271,1625068799000,-167
1569564,1624809599000,-167
1570147,1624809599000,-167
1570340,1625414399000,-167
1570367,1624636799000,-167
1570407,1625327999000,-167
1570619,1624636799000,-167
1570631,1625155199000,-167
1570910,1624723199000,-167
1570912,1624723199000,-167
1570917,1624723199000,-167
1570941,1625068799000,-167
1570943,1625068799000,-167
1571621,1624809599000,-167
1571687,1625155199000,-167
1571945,1625068799000,-167
1572051,1625673599000,-167
1572141,1624809599000,-167
1572289,1625068799000,-167
1572300,1624636800000,-167
1572347,1625500799000,-167
1572538,1625587199000,-167
1572539,1624982399000,-167
1572572,1625587199000,-167
1572706,1625587199000,-167
1572829,1625068799000,-167
1572855,1625068799000,-167
1573017,1625068799000,-167
1573029,1624723199000,-167
1573167,1625500799000,-167
1573178,1625068799000,-167
1573398,1625587199000,-167
1573456,1625500799000,-167
1574146,1624982399000,-167
1574323,1625587199000,-167
1574437,1625068799000,-167
1574655,1625068799000,-167
1574756,1625241599000,-167
1574773,1625759999000,-167
1574798,1625759999000,-167
1574802,1625500799000,-167
1575008,1624982399000,-167
1575025,1625759999000,-167
1575054,1624809599000,-167
1575062,1625500799000,-167
1575065,1624809599000,-167
1575133,1624636799000,-167
1575340,1625673599000,-167
1575538,1625241599000,-167
1575564,1624723199000,-167
1575719,1625327999000,-167
1575720,1625327999000,-167
1575795,1624809599000,-167
1575968,1625587199000,-167
1575987,1625068799000,-167
1576059,1624723199000,-167
1576199,1624633200000,-167
1576265,1624636800000,-167
1576366,1624633200000,-167
1576377,1624633200000,-167
1576723,1624636799000,-167
1576897,1624723199000,-167
1576951,1625068799000,-167
1577287,1624636800000,-167
1577314,1625500799000,-167
1577354,1625068799000,-167
1577541,1625068799000,-167
1577576,1625846399000,-167
1577616,1624982399000,-167
1577688,1625932799000,-167
1577734,1624636800000,-167
1577736,1624636799000,-167
1577910,1625932799000,-167
1577914,1625932799000,-167
1577921,1625932799000,-167
1577935,1625932799000,-167
1577961,1625932799000,-167
1577965,1625932799000,-167
1577975,1625932799000,-167
1577976,1625932799000,-167
1577985,1625932799000,-167
1577988,1625932799000,-167
1577991,1625932799000,-167
1577993,1625932799000,-167
1577995,1625932799000,-167
1577997,1625932799000,-167
1578006,1625068799000,-167
1578040,1624633200000,-167
1578140,1624809599000,-167
1578150,1625846399000,-167
1578151,1624809599000,-167
1578154,1624809599000,-167
1578168,1625068799000,-167
1578233,1625068799000,-167
1578464,1625241599000,-167
1578465,1625241599000,-167
1578540,1625068799000,-167
1578572,1625068799000,-167
1578908,1625068799000,-167
1579601,1624809599000,-167
1579602,1624809599000,-167
1579603,1624809599000,-167
1579605,1624809599000,-167
1579691,1625414399000,-167
1579787,1624809599000,-167
1579832,1624809599000,-167
1516135,1625068799000,1
1516141,1625068799000,1
1516783,1625068799000,1
1516787,1625068799000,1
1516818,1625068799000,1
1529842,1624895999000,1
1530884,1625068799000,1
1541909,1625155199000,1
1541921,1625155199000,1
1545415,1624809599000,1
1545659,1624895999000,1
1549447,1624636799000,1
1549856,1624809599000,1
1551208,1624636799000,1
1551801,1624723199000,1
1552910,1624723199000,1
1553042,1624723199000,1
1555674,1624723199000,1
1555681,1624723199000,1
1556409,1624982399000,1
1558688,1624982399000,1
1558859,1624723199000,1
1559251,1624723199000,1
1559411,1625068799000,1
1560202,1624723199000,1
1560542,1625068799000,1
1560939,1625068799000,1
1561040,1625155199000,1
1561071,1624636799000,1
1562261,1625068799000,1
1562874,1625068799000,1
1562930,1625068799000,1
1563187,1625068799000,1
1563338,1625587199000,1
1563511,1624809599000,1
1563641,1625241599000,1
1563857,1624723199000,1
1564071,1625155199000,1
1564394,1625068799000,1
1564401,1625068799000,1
1564816,1625068799000,1
1564831,1625327999000,1
1565323,1624723199000,1
1565471,1624809599000,1
1565646,1625068799000,1
1565911,1625068799000,1
1567540,1625327999000,1
1568128,1624636799000,1
1568374,1624809599000,1
1569183,1625068799000,1
1569233,1624809599000,1
1569561,1624809599000,1
1569766,1624636800000,1
1570481,1625500799000,1
1570493,1625500799000,1
1570608,1625846399000,1
1570916,1624723199000,1
1570919,1624723199000,1
1571150,1625932799000,1
1571151,1625932799000,1
1571156,1625932799000,1
1571157,1625932799000,1
1571334,1625587199000,1
1571342,1625587199000,1
1571548,1624982399000,1
1571876,1624636799000,1
1572006,1624636800000,1
1572061,1625673599000,1
1572195,1624626000000,1
1572219,1624895999000,1
1572525,1625068799000,1
1572642,1624636800000,1
1572657,1624636800000,1
1572665,1624636800000,1
1572671,1624636800000,1
1572684,1624636800000,1
1572691,1624636800000,1
1572803,1624809599000,1
1573016,1624809599000,1
1573438,1625673599000,1
1573439,1625500799000,1
1573464,1624809599000,1
1573482,1625846399000,1
1573558,1624809599000,1
1573616,1625068799000,1
1573976,1624809599000,1
1574074,1624636800000,1
1574139,1625241599000,1
1574143,1625241599000,1
1574193,1625673599000,1
1574259,1624982399000,1
1574296,1625673599000,1
1574716,1624809599000,1
1574737,1625068799000,1
1574765,1625673599000,1
1574837,1624809599000,1
1574918,1625068799000,1
1574969,1625759999000,1
1575199,1625068799000,1
1575266,1624636800000,1
1575306,1625068799000,1
1575393,1624895999000,1
1575623,1624982399000,1
1575693,1624636799000,1
1575856,1624636800000,1
1575858,1624982399000,1
1575867,1624982399000,1
1575872,1624982399000,1
1575982,1624982399000,1
1576017,1624809599000,1
1576051,1625155199000,1
1576118,1625327999000,1
1576119,1624636799000,1
1576201,1625068799000,1
1576409,1624633200000,1
1576412,1624636800000,1
1576627,1625759999000,1
1576637,1625846399000,1
1576668,1625759999000,1
1576695,1624636800000,1
1576696,1625068799000,1
1576721,1624636799000,1
1576726,1625327999000,1
1576749,1625068799000,1
1576792,1625068799000,1
1576823,1625068799000,1
1576875,1625068799000,1
1576905,1625759999000,1
1576929,1625068799000,1
1576930,1625759999000,1
1576946,1624723199000,1
1576949,1624723199000,1
1576982,1625068799000,1
1577037,1625759999000,1
1577102,1625068799000,1
1577160,1625846399000,1
1577169,1625759999000,1
1577206,1624895999000,1
1577239,1625759999000,1
1577262,1625759999000,1
1577265,1625759999000,1
1577292,1625759999000,1
1577299,1625241599000,1
1577305,1624636800000,1
1577353,1625759999000,1
1577362,1625673599000,1
1577391,1625500799000,1
1577426,1624636799000,1
1577429,1624636800000,1
1577499,1625068799000,1
1577513,1625932799000,1
1577519,1625932799000,1
1577529,1624982399000,1
1577565,1625068799000,1
1577567,1625068799000,1
1577578,1625414399000,1
1577580,1625068799000,1
1577595,1625068799000,1
1577597,1625414399000,1
1577633,1625155199000,1
1577657,1625759999000,1
1577660,1625932799000,1
1577687,1624636799000,1
1577692,1624633200000,1
1577693,1625068799000,1
1577698,1625846399000,1
1577699,1624982399000,1
1577700,1625932799000,1
1577704,1625327999000,1
1577707,1625068799000,1
1577709,1624636800000,1
1577713,1625068799000,1
1577716,1624636800000,1
1577723,1625068799000,1
1577727,1624636800000,1
1577729,1625068799000,1
1577730,1624633200000,1
1577748,1624982399000,1
1577755,1624809599000,1
1577764,1625068799000,1
1577765,1624809599000,1
1577766,1625846399000,1
1577781,1624895999000,1
1577788,1625759999000,1
1577791,1625068799000,1
1577800,1625500799000,1
1577804,1624636800000,1
1577812,1624636800000,1
1577829,1625241599000,1
1577831,1625241599000,1
1577858,1624636800000,1
1577860,1624636800000,1
1577862,1624809599000,1
1577882,1625068799000,1
1577896,1625759999000,1
1577898,1624723199000,1
1577905,1624636800000,1
1577911,1625932799000,1
1577917,1625932799000,1
1577926,1625932799000,1
1577945,1625932799000,1
1577962,1625932799000,1
1577968,1625932799000,1
1577969,1625068799000,1
1577973,1624636799000,1
1577977,1625932799000,1
1577979,1625846399000,1
1577987,1625932799000,1
1577990,1625932799000,1
1577992,1625932799000,1
1577994,1625932799000,1
1577996,1625932799000,1
1577998,1625932799000,1
1578002,1625846399000,1
1578013,1624723199000,1
1578090,1624633200000,1
1578093,1624633200000,1
1578099,1624895999000,1
1578134,1624636800000,1
1578136,1624982399000,1
1578144,1624895999000,1
1578146,1624895999000,1
1578149,1625155199000,1
1578155,1625155199000,1
1578160,1624895999000,1
1578163,1625759999000,1
1578167,1625846399000,1
1578169,1625068799000,1
1578174,1625068799000,1
1578177,1625241599000,1
1578184,1625068799000,1
1578193,1624809599000,1
1578207,1625932799000,1
1578210,1624723199000,1
1578213,1624723199000,1
1578269,1625932799000,1
1578279,1624895999000,1
1578281,1625673599000,1
1578304,1625068799000,1
1578306,1625068799000,1
1578314,1625932799000,1
1578319,1625500799000,1
1578349,1625932799000,1
1578360,1625068799000,1
1578369,1625759999000,1
1578378,1625846399000,1
1578391,1625068799000,1
1578394,1625759999000,1
1578434,1625846399000,1
1578466,1625155199000,1
1578471,1625155199000,1
1578504,1625068799000,1
1578506,1625414399000,1
1578509,1624982399000,1
1578515,1625241599000,1
1578524,1625846399000,1
1578537,1624809599000,1
1578538,1625846399000,1
1578541,1625932799000,1
1578543,1624895999000,1
1578586,1625327999000,1
1578610,1625068799000,1
1578613,1625068799000,1
1578687,1624809599000,1
1578695,1625068799000,1
1578711,1624809599000,1
1578713,1625846399000,1
1578718,1625846399000,1
1578751,1624636800000,1
1578762,1625068799000,1
1578763,1625155199000,1
1578774,1625068799000,1
1578847,1625846399000,1
1578852,1625846399000,1
1578854,1624723199000,1
1578868,1624723199000,1
1578898,1625241599000,1
1578906,1624636800000,1
1578912,1624636800000,1
1578913,1624636800000,1
1578916,1624636800000,1
1578919,1625846399000,1
1578920,1624636800000,1
1578930,1624636799000,1
1578933,1625068799000,1
1578944,1624809599000,1
1578971,1625846399000,1
1578977,1625068799000,1
1578979,1625155199000,1
1578983,1625846399000,1
1578989,1625846399000,1
1578991,1625155199000,1
1579002,1625155199000,1
1579013,1625155199000,1
1579069,1624633200000,1
1579079,1624723199000,1
1579161,1625846399000,1
1579178,1625068799000,1
1579273,1625932799000,1
1579373,1625932799000,1
1579571,1624636799000,1
1579588,1625846399000,1
1579610,1624982399000,1
1579617,1624809599000,1
1579618,1624809599000,1
1579640,1625846399000,1
1579695,1624982399000,1
1579703,1624636800000,1
1579774,1625155199000,1
1579778,1624636800000,1
1579784,1625155199000,1
1579807,1624636800000,1
1579812,1625068799000,1
1579851,1624636800000,1
1579875,1624636800000,1
1579876,1624636800000,1
1579894,1625846399000,1
